baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000004207.14	18927.5803031666	0.829438997500395	0.108244868541315	7.66261725546659	1.82181670391332e-14	2.34793012588455e-13
ENSMUSG00000020875.9	736.755963842944	1.03517033137327	0.135098216183901	7.66235380905516	1.82555882485075e-14	2.35128793848304e-13
ENSMUSG00000035093.16	1780.18926888184	0.727987920742586	0.0950320567796457	7.6604458054675	1.85288766748202e-14	2.38500195406755e-13
ENSMUSG00000000958.10	98.9672341974395	-1.73038357646894	0.225897869832905	-7.66002608943985	1.85895316194451e-14	2.39132127828497e-13
ENSMUSG00000038859.7	358.150517997205	-1.29303234941444	0.168811184368053	-7.6596367370736	1.86459732065766e-14	2.39709108625256e-13
ENSMUSG00000076431.4	2655.14548160031	0.817324785099963	0.106713152073704	7.65908202707249	1.87266767826438e-14	2.40597086490055e-13
ENSMUSG00000024738.6	55.3427763567179	-9.24085897251175	1.20668849323238	-7.65803189832208	1.88803999072388e-14	2.42421522086428e-13
ENSMUSG00000037306.13	852.805654917343	1.05548439176298	0.137890277046292	7.65452368631211	1.9403005096108e-14	2.48977146658185e-13
ENSMUSG00000037902.18	879.269195325816	0.84367118859646	0.110260998348603	7.65158307318329	1.9851999702225e-14	2.5458066574118e-13
ENSMUSG00000021759.14	1062.06123449593	0.940850132229209	0.123074904867975	7.64453267900943	2.09705547604865e-14	2.68758317980584e-13
ENSMUSG00000022594.14	973.829810762488	0.959253081005579	0.125682428459989	7.63235635052162	2.30501233701915e-14	2.9522712192719e-13
ENSMUSG00000048922.18	346.138937812435	-1.09298269529835	0.143225061666315	-7.63122516815372	2.32533123388391e-14	2.97645275822331e-13
ENSMUSG00000027763.13	4520.9603972498	0.913704204305546	0.119775886990571	7.62844865742862	2.37595431767056e-14	3.0393701336435e-13
ENSMUSG00000038260.10	532.797943268012	-1.11372631437077	0.146112346217838	-7.62239703351506	2.49007734059494e-14	3.18338997467283e-13
ENSMUSG00000031925.17	415.388656354885	0.971357170282128	0.127461040370912	7.62081627025382	2.52076527994327e-14	3.22063186013753e-13
ENSMUSG00000010048.10	363.13187909906	-1.28259328961523	0.168308413241347	-7.62049421603213	2.52706289923153e-14	3.22668494262989e-13
ENSMUSG00000035992.15	1492.49575331863	0.948547370264866	0.124501059080725	7.61878956908985	2.56065508890004e-14	3.26756017975924e-13
ENSMUSG00000028015.3	258.803651396297	1.19770331195518	0.157236308096025	7.61721848126665	2.59200405889906e-14	3.30552428842954e-13
ENSMUSG00000024056.10	365.414202735887	-1.08603105709344	0.142577526626769	-7.61712650505143	2.59385097321388e-14	3.30584148989088e-13
ENSMUSG00000043782.9	46.8724228495189	-2.72594604739076	0.357891633815384	-7.6166799942491	2.60283547599607e-14	3.31524949636568e-13
ENSMUSG00000028403.15	1003.59334470995	-1.25395338054791	0.164679993595305	-7.61448523995849	2.64744432242163e-14	3.36999297287948e-13
ENSMUSG00000028944.14	621.649458832459	-0.942005821471342	0.123719012142459	-7.61407487142433	2.65586820054201e-14	3.37863676065261e-13
ENSMUSG00000037321.17	376.383061264418	0.99360783870077	0.130516178690985	7.61290936239617	2.67993732778551e-14	3.4071606407648e-13
ENSMUSG00000028661.8	98.8022416240769	-9.11248473451865	1.19708502419493	-7.6122284970084	2.69409713585482e-14	3.42305892230694e-13
ENSMUSG00000023393.15	125.080849790963	-1.5246482169506	0.200302396831684	-7.61173226614844	2.70446347412252e-14	3.43412074660677e-13
ENSMUSG00000056999.15	2527.74561556867	-0.739734803355771	0.0973029216079258	-7.60239046404457	2.9071001485432e-14	3.68916359341203e-13
ENSMUSG00000020471.11	409.044464211742	-1.09406705225372	0.143967352760701	-7.59941077802728	2.97482097479333e-14	3.77278797446965e-13
ENSMUSG00000017817.11	644.425478928665	1.18188182324457	0.155572518827497	7.59698327283027	3.03113698807162e-14	3.84185469352092e-13
ENSMUSG00000045930.3	214.58789634979	1.26260652443443	0.166250754003566	7.59459126667989	3.08765468162712e-14	3.9110922896177e-13
ENSMUSG00000025726.11	98.3325584302876	-9.10719716760181	1.19967811604669	-7.59136725575426	3.16547352994821e-14	4.0072105242949e-13
ENSMUSG00000027186.15	81.58087605276	-7.93787191190311	1.04568280843091	-7.59108961905402	3.17226443132312e-14	4.01335105577485e-13
ENSMUSG00000027956.11	189.853162317146	-1.25658458465317	0.165546836397063	-7.59050799158288	3.1865373276322e-14	4.02894404780392e-13
ENSMUSG00000023169.15	2321.60224432002	-0.685019034950068	0.0902547173955286	-7.5898418910124	3.20296075088503e-14	4.0472353776455e-13
ENSMUSG00000041577.5	3942.02619819372	0.882771594486052	0.116440033099198	7.58134097861342	3.4200144930882e-14	4.31886445601523e-13
ENSMUSG00000026600.12	1394.2162381587	0.664347193578008	0.0876386180822425	7.5805302287465	3.44145567549787e-14	4.34328924024853e-13
ENSMUSG00000051323.16	2714.38337256437	0.811539201461161	0.107064885376083	7.57988203705162	3.45869287186177e-14	4.36238183258907e-13
ENSMUSG00000026646.16	113.307933027924	-1.70617450130388	0.225104412518847	-7.57948048291156	3.46941386094773e-14	4.37323739876318e-13
ENSMUSG00000030726.16	336.910866144606	-1.06392598176754	0.140405741416997	-7.57751051367437	3.52248482660986e-14	4.43742988053746e-13
ENSMUSG00000074480.4	867.729718934362	-0.762752912954708	0.100671948138021	-7.57661818472981	3.54678611337962e-14	4.46532384389881e-13
ENSMUSG00000039395.8	69.2766857299406	-2.07232005521922	0.273563569392957	-7.57527787715938	3.58359756582435e-14	4.50892430955454e-13
ENSMUSG00000051329.13	952.512733527138	-0.852915937009177	0.112674419757509	-7.56973888878037	3.73975149558283e-14	4.70253858274352e-13
ENSMUSG00000029650.10	76.0368630490336	-2.1686653552573	0.286529836560265	-7.56872436494468	3.76906909586567e-14	4.73652455941564e-13
ENSMUSG00000038080.17	597.358483166964	-1.0751997647507	0.142116594085433	-7.5656173135162	3.86026951635656e-14	4.84818912846603e-13
ENSMUSG00000056380.13	35.7612563636741	-5.39050079973562	0.712556872222289	-7.5650113133061	3.8783085064792e-14	4.86788904469189e-13
ENSMUSG00000068105.11	95.734076960024	-9.063456474901	1.19859244388819	-7.5617500520022	3.97682019486988e-14	4.98850974717304e-13
ENSMUSG00000019877.10	7029.38184360473	0.666416116110647	0.088197329997777	7.55596701314478	4.15759214873586e-14	5.21210870282432e-13
ENSMUSG00000002732.14	562.465511052523	0.909578423095819	0.120404036581125	7.55438479409258	4.20844278610912e-14	5.27266135861098e-13
ENSMUSG00000043336.14	1831.65541275198	0.981937092687207	0.130069997860628	7.54929736940082	4.37612661884237e-14	5.4794297282539e-13
ENSMUSG00000054766.13	2852.46593244952	-0.885501306001921	0.117423888938228	-7.54106608126179	4.6614481500958e-14	5.83315517149011e-13
ENSMUSG00000060681.15	489.136669776919	0.866050427962665	0.114856040478227	7.54031241506046	4.68846871907166e-14	5.86342052321628e-13
ENSMUSG00000022206.7	219.653579648462	1.2829176838894	0.170151972014839	7.5398343533598	4.70568803353251e-14	5.88139921290756e-13
ENSMUSG00000029405.16	4304.18583156259	-0.891986572094437	0.118307555858522	-7.53955709440163	4.71570310376011e-14	5.89035740949745e-13
ENSMUSG00000049658.13	1171.12472177186	-0.975294333349839	0.129365659056234	-7.53905124795048	4.73402917565969e-14	5.9096797524756e-13
ENSMUSG00000040713.12	312.579194839097	1.04503582660394	0.138690321218566	7.53503068867398	4.88219991818331e-14	6.09097136957912e-13
ENSMUSG00000024036.16	33.1316206074944	-5.00583988443089	0.664390732267697	-7.5344818061278	4.90277856536773e-14	6.11295808466737e-13
ENSMUSG00000039461.12	405.231328563452	0.974267310684205	0.129309668094079	7.534373299724	4.90685676088297e-14	6.11435735535326e-13
ENSMUSG00000019880.10	121.305968121246	1.82074596010688	0.241902108539781	7.52678829919108	5.20035821264908e-14	6.47618360196545e-13
ENSMUSG00000067780.3	670.726272629101	1.05382661532854	0.140047290578197	7.52479116859546	5.28046536031679e-14	6.57198712263254e-13
ENSMUSG00000032336.17	6604.65349325568	0.639206349152886	0.0849598659190756	7.52362709425332	5.3277160749185e-14	6.62680739685443e-13
ENSMUSG00000075334.2	120.09089326066	1.52300359368648	0.202457506023475	7.52258399108152	5.37040946273642e-14	6.67589661879224e-13
ENSMUSG00000054387.13	3442.57971537937	-0.950424388067463	0.126466797576166	-7.51520878430607	5.6820181840722e-14	7.05901178003204e-13
ENSMUSG00000038587.10	5467.72421572636	-0.750503151119227	0.099883456307251	-7.51378835760957	5.74404194440366e-14	7.13178317046757e-13
ENSMUSG00000011349.5	50.451019121972	-9.1026938488084	1.21170975288381	-7.51227249524439	5.81096721673258e-14	7.21054930282624e-13
ENSMUSG00000025959.13	616.95185122698	0.8273120694633	0.110205016636827	7.50702730883522	6.04851134400441e-14	7.50080678361698e-13
ENSMUSG00000036052.14	311.687457615392	1.03595108607839	0.138004559165298	7.50664392788327	6.06624356989913e-14	7.51828928959638e-13
ENSMUSG00000021124.13	1060.29604509125	0.695202184976677	0.0926721836325986	7.50173523193135	6.2978485322313e-14	7.80065849635955e-13
ENSMUSG00000031451.6	2824.21660826278	0.937095342158318	0.124957113775942	7.49933568278957	6.41420727102465e-14	7.93665497907236e-13
ENSMUSG00000087370.3	283.682211198431	-1.28761341244981	0.171697516598383	-7.49931296596245	6.41531889050471e-14	7.93665497907236e-13
ENSMUSG00000067049.8	92.7857587139992	-9.01709931320666	1.2025195935203	-7.49850510693939	6.45497382416749e-14	7.98094043950416e-13
ENSMUSG00000002835.9	453.827243775794	-0.939454749158679	0.125350958895654	-7.49459563321498	6.65030650161128e-14	8.21753823093365e-13
ENSMUSG00000039813.14	882.522705917097	-0.865628051387383	0.115520733782278	-7.49327002214885	6.71784939881392e-14	8.29604267549051e-13
ENSMUSG00000050917.5	89.4900094147438	-8.96697428297343	1.19721784671239	-7.48984347969514	6.89557972179629e-14	8.51044549793295e-13
ENSMUSG00000038619.12	2136.56330599854	0.643507402074288	0.0859501050508307	7.4869879646304	7.04721617217261e-14	8.69240706746514e-13
ENSMUSG00000032741.9	1605.64370637924	-0.763590794190043	0.102034090886204	-7.48368302748595	7.22681375630666e-14	8.90861993737802e-13
ENSMUSG00000052504.7	281.575306885775	1.12529323741875	0.150409096264842	7.4815504205764	7.34508480142974e-14	9.04902198437011e-13
ENSMUSG00000041064.14	120.92892345118	-1.63966448959161	0.219195284181495	-7.48038214286561	7.41068019301222e-14	9.12439998764629e-13
ENSMUSG00000032908.9	35.914723856566	-4.36148165110974	0.583231894749499	-7.47812609422367	7.53898457304669e-14	9.27685281936173e-13
ENSMUSG00000028497.12	672.287815499561	0.907736762916109	0.121409543430692	7.47665082386461	7.6240633072423e-14	9.37596608265797e-13
ENSMUSG00000039384.8	261.884136286146	1.11915490699755	0.149745133047995	7.47373142764409	7.79521582495794e-14	9.58075100054991e-13
ENSMUSG00000028341.9	72.4956180906152	2.13961640893049	0.286306267214794	7.47317349964017	7.82835212791344e-14	9.61576388158489e-13
ENSMUSG00000000223.13	145.065216353922	-1.59494067598978	0.213428835050074	-7.47293905069379	7.84231773403714e-14	9.62720132513699e-13
ENSMUSG00000022816.11	27223.1346786693	0.652899558186548	0.0873778292728753	7.47214211682446	7.88997268056724e-14	9.67995758585607e-13
ENSMUSG00000037600.16	47.023093009769	-6.55087290768899	0.876933437598284	-7.47020540764222	8.0069733970702e-14	9.81767899931221e-13
ENSMUSG00000030342.8	4351.78003612527	-0.762470606592583	0.102075974277319	-7.46963829628614	8.04155545003518e-14	9.85424019454844e-13
ENSMUSG00000020469.8	35.3947403826758	-4.88778601016598	0.654553858156177	-7.46735497661638	8.18228236287769e-14	1.00207525563129e-12
ENSMUSG00000004665.10	6470.90213311373	0.694681200453894	0.0930822464526145	7.46309019096929	8.45164518016008e-14	1.03445136421072e-12
ENSMUSG00000042388.14	35.1907498600305	-5.37852906869074	0.721202402596166	-7.45772483470555	8.80292677217555e-14	1.07680981834684e-12
ENSMUSG00000027330.16	586.137644135402	-0.905017393393119	0.121356540880626	-7.45750815593325	8.81741068866689e-14	1.07794409039642e-12
ENSMUSG00000055044.12	828.197719633218	-0.98121814578557	0.131643418272615	-7.45360579860976	9.08231018000576e-14	1.10967268797058e-12
ENSMUSG00000026181.13	1425.1090755193	0.65285393733947	0.0876808566380169	7.44579788989429	9.63602331825592e-14	1.17663012005976e-12
ENSMUSG00000022186.14	2862.30689021603	0.876076580068885	0.117669493366152	7.44523117255888	9.67748056653127e-14	1.18099519480059e-12
ENSMUSG00000021236.16	524.1860359868	0.888812852824459	0.119435196777248	7.44180004561079	9.93224850582045e-14	1.21137122843689e-12
ENSMUSG00000025041.17	460.088285304669	0.88158678263753	0.118540888124142	7.43698479561155	1.03009401427398e-13	1.25559780113479e-12
ENSMUSG00000039239.14	1308.03746893869	0.701421809149383	0.0943195201556386	7.43665582683152	1.03266136495606e-13	1.25798588540142e-12
ENSMUSG00000006378.15	93.933990442789	-1.72841275697486	0.232480297253254	-7.43466339898904	1.04834567438171e-13	1.27634080486084e-12
ENSMUSG00000034462.9	3518.55293370691	0.694014829412242	0.0933992085243951	7.43062859286405	1.08082801749022e-13	1.3151133848109e-12
ENSMUSG00000024006.17	2263.337763041	-0.699916406540276	0.0942513823614484	-7.42605985189839	1.11880387775714e-13	1.36052076492689e-12
ENSMUSG00000026640.12	1879.26471889234	0.954761714951857	0.128570450987509	7.42598091255522	1.11947142172744e-13	1.36053268850952e-12
ENSMUSG00000037788.14	1513.79872964348	0.694830454049072	0.0935711038821863	7.42569474144412	1.1218946871241e-13	1.36267713465426e-12
ENSMUSG00000005397.8	9926.0171196757	0.634864494103374	0.0855130296437581	7.42418432311636	1.13477040398308e-13	1.37750738300411e-12
ENSMUSG00000029687.16	702.821763337631	-1.04865302655551	0.141288443227086	-7.42207219928149	1.15301925864352e-13	1.39883890704054e-12
ENSMUSG00000024556.4	1162.85216573188	-0.858265180871224	0.115638744778238	-7.42195172143323	1.15406884353476e-13	1.39929156087436e-12
ENSMUSG00000005892.4	42.5325656085995	-5.64335685244825	0.760420520141531	-7.42136318388396	1.15920960603709e-13	1.40470127128747e-12
ENSMUSG00000028962.14	1848.21728121933	0.856080617245028	0.115416246481402	7.41733199045749	1.19503133305917e-13	1.44726130704502e-12
ENSMUSG00000034997.5	425.299360314104	1.17009371951592	0.157765503430437	7.41666393522993	1.20107192516185e-13	1.4537257327076e-12
ENSMUSG00000036501.7	897.075729463629	0.89258058949704	0.120398668458609	7.41354203434479	1.2297004248865e-13	1.48750604027937e-12
ENSMUSG00000021730.8	67.8853420863193	2.02662946485197	0.273526630198762	7.40925833575798	1.27007686825221e-13	1.53544944592618e-12
ENSMUSG00000028800.15	1362.93157816459	-0.738078768162511	0.0996827778768379	-7.4042756821488	1.31868225733623e-13	1.59327935122663e-12
ENSMUSG00000032244.9	1305.61956864074	-0.792552946406252	0.107063361346412	-7.40265331145247	1.33489935265459e-13	1.61193188030707e-12
ENSMUSG00000040594.19	141.713174708954	-1.47599141744653	0.19942987262696	-7.40105480690657	1.35106950927727e-13	1.63050599763129e-12
ENSMUSG00000048387.8	383.941710697442	1.31536503115548	0.177767569659028	7.39935317605148	1.36849438636156e-13	1.65057180069323e-12
ENSMUSG00000026643.16	1198.92024276945	-0.87802266466019	0.118700968857651	-7.39692921725967	1.39369790204295e-13	1.67999074031226e-12
ENSMUSG00000026580.16	98.392471129273	1.75009576004832	0.236623398366022	7.39612300445952	1.40218128670834e-13	1.68923237714397e-12
ENSMUSG00000041653.5	44.6665170270928	-6.47211563180849	0.875559954475048	-7.39197310101845	1.44665797231926e-13	1.74179977633433e-12
ENSMUSG00000024803.9	231.336994850152	1.40428543038048	0.190192152638557	7.38350878781628	1.54171486102672e-13	1.8551699767503e-12
ENSMUSG00000021728.8	1620.74544065547	0.738889447439011	0.100079322182316	7.38303808745794	1.54717742599334e-13	1.86066075910886e-12
ENSMUSG00000026617.16	563.955556995696	-0.942703483576474	0.127720576095138	-7.38098364725716	1.57124307433066e-13	1.88850453181463e-12
ENSMUSG00000061411.12	195.296522385186	-1.18566686186336	0.160743753244988	-7.37613025655993	1.62956589990235e-13	1.95746635537051e-12
ENSMUSG00000025817.12	642.351417087054	-0.832618084819778	0.112943336384423	-7.37199830883174	1.68089150256387e-13	2.01794780792419e-12
ENSMUSG00000032625.14	238.724197437648	1.080303497646	0.146543325438361	7.3719051646634	1.68206662445834e-13	2.01818724634111e-12
ENSMUSG00000021319.7	68.5171033950183	1.98958675059505	0.269891301170373	7.37180762020592	1.68329812639518e-13	2.01849401417301e-12
ENSMUSG00000024238.15	2441.75609574282	0.7118986115978	0.0965776927321743	7.37125304465506	1.69031651457593e-13	2.02573563754364e-12
ENSMUSG00000039633.7	215.978888197839	-1.23048817085066	0.166956548333362	-7.37011026601809	1.70486964941808e-13	2.04199355519473e-12
ENSMUSG00000042660.8	384.426716594347	-0.994334989988472	0.134919633368024	-7.36983169288788	1.70843586239383e-13	2.04508077625095e-12
ENSMUSG00000037313.16	761.829163452844	-0.897948386383361	0.121934608340197	-7.36417985514082	1.78239253967772e-13	2.13237649989784e-12
ENSMUSG00000048701.13	2252.1689003157	-0.671207745380062	0.0911635747080119	-7.36267470346435	1.80261275587984e-13	2.15532051187135e-12
ENSMUSG00000030516.14	4891.68242970167	-0.651405029889169	0.0884970337070915	-7.36075552594449	1.82872214599491e-13	2.18527542402685e-12
ENSMUSG00000039114.16	625.173794515294	0.874980268364482	0.118900517749704	7.35892731944526	1.85393930834045e-13	2.21413017280729e-12
ENSMUSG00000042099.16	191.755313166213	-1.25733235590993	0.170862511372468	-7.35873741881878	1.85657818588834e-13	2.21600229515871e-12
ENSMUSG00000026979.16	303.600618358633	-1.00752706641861	0.136922324585915	-7.35838417486419	1.86149671862095e-13	2.22059167385666e-12
ENSMUSG00000024785.7	432.699052797556	-0.9520266616437	0.129460850704254	-7.35378036267161	1.92678243577842e-13	2.29714666767012e-12
ENSMUSG00000022945.12	272.922524220154	-1.07771290569362	0.146557839092787	-7.35349888047487	1.93084624640673e-13	2.30066558795641e-12
ENSMUSG00000021636.15	68.7976253828586	-7.68717875433103	1.0458029020306	-7.35050432486378	1.97460390886281e-13	2.35144973257497e-12
ENSMUSG00000040616.3	128.866740018286	-1.6000501018263	0.217720522678483	-7.34910095815433	1.99544431936912e-13	2.37490021554374e-12
ENSMUSG00000023032.12	146.653170180996	-1.34158419048859	0.182765923038116	-7.34045038696189	2.12876274551761e-13	2.53211370851246e-12
ENSMUSG00000079057.4	159.629733973944	1.34465610996128	0.183244786299276	7.33803202326961	2.16757314181055e-13	2.57679600220409e-12
ENSMUSG00000036251.16	36.5590317244358	-5.74846244337796	0.783687730480512	-7.33514411391044	2.21483028420189e-13	2.63146263232143e-12
ENSMUSG00000040663.9	403.093704573154	1.02088948233449	0.139200961061832	7.33392553145529	2.23507321935753e-13	2.6539890667285e-12
ENSMUSG00000078350.11	243.801605507295	1.32564498434982	0.180798263620806	7.33217763158464	2.26442677892748e-13	2.6873016593296e-12
ENSMUSG00000034832.15	1207.31494557674	-0.76197634139181	0.103935759229379	-7.3312240853524	2.28059957777669e-13	2.70494279049947e-12
ENSMUSG00000032802.8	1126.23548487171	0.727104572100289	0.0992444878707206	7.32639754308008	2.36421787565161e-13	2.80251270818645e-12
ENSMUSG00000018906.14	2211.7682704565	0.794376644411225	0.108441659807012	7.32538256814715	2.38218149345189e-13	2.82218924353107e-12
ENSMUSG00000062075.13	502.984967803248	-1.13481743407609	0.154943610048551	-7.32406734114748	2.40565870183787e-13	2.84837150815778e-12
ENSMUSG00000022663.3	950.254319274917	0.721591856398294	0.098524972179532	7.32394884703353	2.4077849853271e-13	2.84925814768256e-12
ENSMUSG00000044702.13	87.4457666291146	-1.91781685954706	0.261867271966159	-7.32362179186294	2.41366331694564e-13	2.85458122990398e-12
ENSMUSG00000029338.13	796.132849439152	0.891697983350698	0.121830425022913	7.3191732129556	2.49503377104366e-13	2.94912991737361e-12
ENSMUSG00000117192.1	44.8245859146342	-2.90014630191637	0.396370825389998	-7.3167501646037	2.54048193714786e-13	3.00113471558558e-12
ENSMUSG00000035439.13	306.434344793193	-1.08462152497847	0.148253112763827	-7.31601181761564	2.55449176754708e-13	3.01596245500636e-12
ENSMUSG00000024899.7	608.255081832976	0.950212500961757	0.129904610731561	7.31469418683918	2.57968207105718e-13	3.04396598059429e-12
ENSMUSG00000071042.12	56.5793901327526	2.51938147466119	0.344543629301312	7.31222771342531	2.6274933698841e-13	3.09861461551041e-12
ENSMUSG00000043091.9	1100.72596529026	-0.793458286018109	0.108517433646854	-7.31180474282359	2.63577940834534e-13	3.10661521718651e-12
ENSMUSG00000018042.18	9007.48596929677	0.803349988025498	0.109888867202853	7.31056756224928	2.66016352060653e-13	3.13356961410854e-12
ENSMUSG00000044950.7	378.266378310633	-1.04435453454555	0.142868107415703	-7.3099206914444	2.67300104513265e-13	3.1468996367996e-12
ENSMUSG00000031595.9	655.814879547047	1.15073957677625	0.15743228626733	7.30942555723434	2.68286836603165e-13	3.15671969006625e-12
ENSMUSG00000004798.14	1051.99284916391	0.702369968127613	0.096096541404196	7.30900361099723	2.69130538424206e-13	3.16484661017891e-12
ENSMUSG00000026509.15	6776.13700893553	0.549808182733593	0.0752768141198615	7.30381843548994	2.79713773106329e-13	3.28743147540023e-12
ENSMUSG00000001416.13	5896.51641493799	-0.727793507184789	0.0996889229143425	-7.30064570774974	2.86389958652557e-13	3.36398426730729e-12
ENSMUSG00000089726.2	84.9320453118409	-2.13982704333655	0.29342150473459	-7.29267285733572	3.03865318045809e-13	3.56722707365356e-12
ENSMUSG00000024966.9	3566.11945889767	-0.65203284543726	0.0894546449201826	-7.28897695607698	3.12317460681012e-13	3.66437134100212e-12
ENSMUSG00000063063.12	67.8152563734443	2.18730888968329	0.300134074292088	7.2877726224268	3.15121205069499e-13	3.69517127373163e-12
ENSMUSG00000087141.1	281.328642536768	1.05736384539489	0.145133197856042	7.28547197343292	3.20546109324122e-13	3.75665511125749e-12
ENSMUSG00000034773.16	129.100455827919	-1.69549796353478	0.232872969926106	-7.28078473028786	3.31883914182478e-13	3.88732659392104e-12
ENSMUSG00000022157.8	166.675391660506	-1.7277742900257	0.237311857379544	-7.28060666291271	3.32322312066702e-13	3.8902586446518e-12
ENSMUSG00000031381.16	445.251607700078	-1.05391574117993	0.144837324305622	-7.27654799087599	3.42470318975704e-13	4.00678650905681e-12
ENSMUSG00000041886.7	43.3788202523061	-2.73139840242067	0.375632444621698	-7.27146560827959	3.55607918868844e-13	4.15814008015943e-12
ENSMUSG00000056643.5	35.5795678367129	-3.2771291370482	0.45095289424901	-7.26712075438774	3.6723051324014e-13	4.29161760811994e-12
ENSMUSG00000023902.18	74.6314417912346	-8.70701817558302	1.19843253836323	-7.26533859592524	3.72105000985577e-13	4.34612758068134e-12
ENSMUSG00000020741.17	1759.5301519348	-0.708038776452134	0.097457604405432	-7.26509522547498	3.7277556976749e-13	4.35150263015831e-12
ENSMUSG00000022285.17	4500.8208258047	-0.741672586674817	0.102089190424106	-7.26494728377911	3.73183779521291e-13	4.35381076108173e-12
ENSMUSG00000025213.11	123.201857078185	1.57426607328267	0.216796221536651	7.26150143265543	3.82816948680711e-13	4.46368014851212e-12
ENSMUSG00000025001.11	728.9720864007	-1.24776932534579	0.171885513435767	-7.25930475701245	3.89084957660143e-13	4.53420977419721e-12
ENSMUSG00000074604.9	46.4154994693202	-2.62686890519563	0.361969277101956	-7.25715985131997	3.95302453110138e-13	4.60407164559865e-12
ENSMUSG00000116617.1	50.162385429667	-3.52791578627421	0.486261279190943	-7.25518550879491	4.01111709735867e-13	4.66910282267103e-12
ENSMUSG00000027171.10	524.471541112504	-1.1019936694332	0.15192135548136	-7.25371140838994	4.05503650106177e-13	4.71757199237698e-12
ENSMUSG00000005718.8	99.4545545825068	-1.58002529396925	0.217832404742365	-7.253398757811	4.06441214561139e-13	4.72582154198829e-12
ENSMUSG00000071369.11	121.903379450841	-1.48136855578978	0.20424643760739	-7.2528489267329	4.08095192897885e-13	4.74238711522065e-12
ENSMUSG00000005043.13	453.006799507624	0.96753681340076	0.133677187150442	7.23786035617193	4.55818397580919e-13	5.29399413473403e-12
ENSMUSG00000054517.9	126.4116982927	-1.50049693554509	0.207455248382831	-7.23287044912993	4.7289047215615e-13	5.48919159177888e-12
ENSMUSG00000036067.12	184.611370888551	-1.50478276828488	0.208057668045042	-7.23252732006551	4.74087228458992e-13	5.49999681473598e-12
ENSMUSG00000023192.12	40.159221377133	-8.78060333395559	1.21420256415383	-7.23158029243227	4.77405697504563e-13	5.53228955343523e-12
ENSMUSG00000052271.7	32.1169929643099	-3.68560752362868	0.509649349509636	-7.23165354213604	4.77148212274537e-13	5.53228955343523e-12
ENSMUSG00000024048.15	2825.48599471033	0.604790494815046	0.083669512731755	7.22832576728406	4.8898464253657e-13	5.66329637786615e-12
ENSMUSG00000045954.7	3762.18183952461	0.868239479765815	0.120135217454287	7.22718531804543	4.931070185591e-13	5.70784481191661e-12
ENSMUSG00000066652.5	41.6081809486175	-8.82332967957477	1.22110210542314	-7.22570998804173	4.98490543018398e-13	5.7669333793823e-12
ENSMUSG00000001098.15	1697.62046937667	0.906153925316208	0.125449948259381	7.22323076166314	5.07667570449528e-13	5.86981760466657e-12
ENSMUSG00000026955.13	71.5323320252421	-1.96619780228149	0.272257599121221	-7.221828917275	5.12929796293228e-13	5.92734795325442e-12
ENSMUSG00000033386.10	1279.57859899673	-0.88369135632236	0.122380066517973	-7.22087658117576	5.16535174477349e-13	5.96567843889669e-12
ENSMUSG00000045414.7	1394.44692942231	0.9712163794428	0.134521187640862	7.21980229639144	5.20632098852263e-13	6.00964004729858e-12
ENSMUSG00000045330.8	42.7946166799859	-8.8622592195407	1.22823985998254	-7.21541411273418	5.37700895791386e-13	6.20320302813431e-12
ENSMUSG00000002257.8	562.667976379006	-1.10810536970774	0.153577411416963	-7.21528875557898	5.38196485578408e-13	6.20545947836643e-12
ENSMUSG00000026888.14	867.563222892591	0.73354634306367	0.101685889339427	7.21384597045808	5.43932808681212e-13	6.26810593179436e-12
ENSMUSG00000023262.13	363.316293845212	-1.01350590053961	0.140499750310057	-7.21357794802472	5.45005022183268e-13	6.27696485738357e-12
ENSMUSG00000026626.11	756.375499574046	-0.758263706141959	0.105131840684079	-7.21250290309802	5.49326591409583e-13	6.32321677423886e-12
ENSMUSG00000021732.14	852.988344889677	1.08520185507512	0.150477872638608	7.21170386081532	5.52560437307175e-13	6.35690358492709e-12
ENSMUSG00000025185.14	2566.12880939578	0.81477575494956	0.112983593100026	7.21145196920964	5.53583750371419e-13	6.36513611808382e-12
ENSMUSG00000038663.7	39.4233484059799	-8.74862710333822	1.21331387262998	-7.21052260317003	5.57375434095093e-13	6.40517269680944e-12
ENSMUSG00000038047.18	587.604290638666	-1.08910294895595	0.151101776512448	-7.20774417146726	5.68863752097178e-13	6.53356286070524e-12
ENSMUSG00000016984.7	207.303833308833	-1.36052289122849	0.188848103691761	-7.2043238170352	5.83325915308053e-13	6.69486181891428e-12
ENSMUSG00000029851.5	384.242847548893	0.933206116178719	0.129535133608633	7.20427030243574	5.83555033091731e-13	6.69486181891428e-12
ENSMUSG00000033285.15	1025.9575761842	-0.858118410974371	0.119136789245507	-7.20279954167669	5.89886655155705e-13	6.76375025603977e-12
ENSMUSG00000051669.6	29.9566892616353	-4.09824784678761	0.569039698103568	-7.20204207271617	5.9317382024686e-13	6.79767339158244e-12
ENSMUSG00000029994.17	2359.17942180489	0.625898617628765	0.0869071367335779	7.20192427403881	5.93686640818553e-13	6.79978303728227e-12
ENSMUSG00000074825.4	297.492020702327	-0.996229498147853	0.138332363063482	-7.20170953553853	5.94622595919351e-13	6.80673403242489e-12
